year,length,budget,rating,votes,mpaa,Action,Animation,Comedy,Drama,Documentary,Romance,Short
1944,98,,8.2,12, ,0,0,0,0,0,0,0
1944,93,,6.7,8, ,0,0,1,0,0,0,0
1944,68,,5.8,17, ,1,0,0,1,0,0,0
1944,66,,7.1,19, ,0,0,0,1,0,0,0
1944,60,,4.5,23, ,0,0,0,0,0,0,0
1944,70,,5,145, ,0,0,0,0,0,0,0
1944,87,,5,6, ,0,0,0,0,0,0,0
1944,10,,5.4,10, ,0,0,0,0,1,0,1
1944,19,,4.5,9, ,0,0,0,0,0,0,1
1944,65,,6.3,6, ,0,0,0,1,0,0,0
1944,60,,6,6, ,0,0,0,0,0,0,0
1944,75,,7,6, ,0,0,1,0,0,0,0
1944,7,,8.2,59, ,0,1,1,0,0,0,1
1944,59,,6.9,8, ,0,0,0,0,0,0,0
1944,83,,7.1,12, ,0,0,1,0,0,0,0
1944,85,,7.2,340, ,0,0,0,0,0,0,0
1944,93,,5.8,6, ,0,0,1,0,0,0,0
1944,7,,7.7,55, ,0,1,1,0,0,0,1
1944,82,,7,7, ,1,0,0,1,0,0,0
1944,100,,7.2,50, ,0,0,1,0,0,0,0
1944,86,,5.5,20, ,0,0,0,0,0,0,0
1944,74,,5.4,20, ,0,0,0,0,0,0,0
1944,64,,4.4,9, ,0,0,0,0,0,0,0
1944,110,,7.2,311, ,0,0,0,1,0,0,0
1944,67,,5.8,5, ,0,0,0,1,0,0,0
1944,7,,5.9,6, ,0,1,1,0,0,0,1
1944,55,,6.4,7, ,0,0,0,0,0,0,0
1944,63,,6.7,321, ,0,0,0,0,0,0,0
1944,111,,6.6,60, ,0,0,0,0,0,0,0
1944,172,2400000,7.6,560, ,0,0,0,1,0,0,0
1944,63,,6,6, ,0,0,1,0,0,0,0
1944,7,,7,6, ,0,1,1,0,0,0,1
1944,7,,6.9,30, ,0,1,1,0,0,0,1
1944,3,,6.5,17, ,0,1,0,0,0,0,1
1944,87,,5.8,25, ,0,0,1,0,0,0,0
1944,75,,6.8,10, ,0,0,0,0,0,0,0
1944,107,,5.1,31, ,0,0,0,1,0,1,0
1944,93,,6.4,29, ,0,0,1,0,0,0,0
1944,61,,2,6, ,0,0,0,0,0,0,0
1944,61,,5.5,6, ,0,0,0,0,0,0,0
1944,7,,5.2,5, ,0,1,1,0,0,0,1
1944,7,,5.9,26, ,0,1,1,0,0,0,1
1944,8,,6.8,59, ,0,1,1,0,0,0,1
1944,88,,5,45, ,0,0,0,0,0,0,0
1944,67,,5.2,5, ,0,0,0,0,0,0,0
1944,140,2720000,6.7,136, ,1,0,0,1,0,1,0
1944,56,,6.6,22, ,0,0,0,1,0,0,0
1944,7,,6.8,38, ,0,1,1,0,0,0,1
1944,112,,7.9,317, ,0,0,0,1,0,0,0
1944,106,,6.3,18, ,0,0,0,1,0,0,0
1944,85,,7.3,37, ,0,0,0,1,0,0,0
1944,84,,5.5,10, ,0,0,0,0,0,0,0
1944,85,,7.7,115, ,0,0,0,1,0,0,0
1944,64,,8.2,27, ,0,0,1,0,0,0,0
1944,76,,5.8,19, ,0,0,0,0,0,0,0
1944,7,,7.6,48, ,0,1,1,0,0,0,1
1944,95,,4.6,5, ,0,0,0,1,0,0,0
1944,87,,6.6,297, ,0,0,0,0,0,1,0
1944,75,,6.8,12, ,0,0,0,1,0,0,0
1944,81,,6.2,21, ,0,0,1,0,0,0,0
1944,96,,5.7,8, ,0,0,0,0,0,0,0
1944,58,,6.9,17, ,1,0,0,0,0,0,0
1944,23,,7.2,11, ,0,0,0,0,0,0,1
1944,138,,7.4,669, ,0,0,0,1,0,0,0
1944,114,,7.2,226, ,0,0,1,1,0,0,0
1944,3,,6.3,6, ,0,1,0,0,0,0,1
1944,70,,6.5,578, ,0,1,0,0,0,0,0
1944,85,,5.9,6, ,0,0,1,1,0,0,0
1944,60,,5.5,10, ,0,0,1,0,0,0,0
1944,7,,6.9,32, ,0,1,1,0,0,0,1
1944,196,,7.2,23, ,0,0,0,0,0,0,0
1944,88,,6.5,17, ,0,0,0,1,0,0,0
1944,88,,4.7,13, ,0,0,1,0,0,0,0
1944,100,,7.9,4039, ,0,0,0,0,0,1,0
1944,93,,6.5,17, ,0,0,1,0,0,0,0
1944,7,,6.9,42, ,0,1,1,0,0,0,1
1944,86,,6.7,109, ,0,0,0,1,0,0,0
1944,85,,7.9,59, ,0,0,0,0,0,0,0
1944,77,,4.4,5, ,0,0,1,0,0,1,0
1944,12,,6.6,5, ,0,0,0,0,0,0,1
1944,20,,6.1,12, ,0,0,0,0,0,0,1
1944,7,,7.1,14, ,0,1,1,0,0,0,1
1944,75,,8.2,22, ,0,0,0,0,1,0,0
1944,124,,6.6,88, ,0,0,1,0,0,1,0
1944,102,,6.8,91, ,0,0,0,1,0,0,0
1944,100,,7.7,718, ,0,0,0,0,0,1,0
1944,106,2000000,6.5,137, ,0,0,1,0,0,0,0
1944,76,,6.7,24, ,0,0,1,0,0,0,0
1944,65,,8.2,10, ,0,0,0,0,0,1,0
1944,99,,6.3,55, ,0,0,0,1,0,1,0
1944,54,,6.5,5, ,0,0,0,0,0,0,0
1944,85,50000,5.4,9, ,0,0,0,1,0,0,0
1944,62,,4.4,35, ,0,0,0,0,0,0,0
1944,68,,5.4,20, ,0,0,0,1,0,0,0
1944,91,,7.3,153, ,0,0,0,1,0,0,0
1944,7,,6.2,23, ,0,1,1,0,0,0,1
1944,63,,6.2,40, ,0,0,0,0,0,0,0
1944,20,,5.3,5, ,0,0,0,0,0,0,1
1944,83,,7.1,8, ,0,0,0,1,1,0,0
1944,9,,7.3,50, ,0,1,1,0,0,0,1
1944,67,50000,7,76, ,0,0,0,0,0,0,0
1944,56,,6.3,6, ,0,0,0,0,0,0,0
1944,59,,5.9,27, ,0,0,0,0,0,0,0
1944,126,,7,176, ,0,0,0,1,0,1,0
1944,10,,6,7, ,0,0,1,0,0,0,1
1944,154,4000000,6.8,158, ,0,0,0,1,0,0,0
1944,97,,7,205, ,0,0,0,1,0,0,0
1944,130,,7.4,24, ,0,0,0,1,0,0,0
1944,18,,8.4,5, ,0,0,0,0,1,0,1
1944,6,,4.9,16, ,0,1,0,0,0,0,1
1944,20,,3,28, ,0,0,0,0,0,0,1
1944,69,,6.4,16, ,0,0,0,0,0,0,0
1944,16,,6.4,46, ,0,0,1,0,0,0,1
1944,67,,3.8,33, ,0,0,0,1,0,0,0
1944,7,,6.6,47, ,0,1,1,0,0,0,1
1944,211,,5.7,28, ,0,0,0,0,0,0,0
1945,101,,7.3,182, PG-13,0,0,0,1,0,1,0
1945,92,,7.7,825, ,0,0,0,1,0,1,0
1945,103,,6.2,8, ,0,0,0,1,0,0,0
1945,85,,5.7,288, ,0,0,1,0,0,0,0
1945,135,3500000,5.4,106, ,0,0,1,1,0,1,0
1945,10,,6.1,9, ,0,0,0,0,1,0,1
1945,110,,6.4,29, ,0,0,1,0,0,0,0
1945,6,,6.4,53, ,0,1,1,0,0,0,1
1945,7,,7.5,38, ,0,1,1,0,0,0,1
1945,18,,7,17, ,0,0,1,0,1,0,1
1945,80,,5.5,14, ,0,0,0,1,0,0,0
1945,106,,2.7,6, ,0,0,0,1,0,0,0
1945,90,,6.5,175, ,0,0,1,0,0,0,0
1945,66,,6,17, ,0,0,0,0,0,0,0
1945,143,,6.8,784, ,0,0,1,0,0,1,0
1945,97,,7.7,1476, ,0,0,0,1,0,0,0
1945,67,,5.9,10, ,0,0,0,1,0,0,0
1945,56,,7,25, ,0,0,0,0,1,0,0
1945,95,,6.3,398, ,0,0,0,1,0,0,0
1945,7,,7.6,28, ,0,1,1,0,0,0,1
1945,72,,5.4,9, ,0,0,1,0,0,0,0
1945,8,,6.8,9, ,0,1,1,0,0,0,1
1945,103,,7.3,99, ,0,0,0,1,0,0,0
1945,68,,6.7,22, ,0,0,0,0,0,0,0
1945,126,,7.2,844, ,0,0,0,1,0,0,0
1945,70,,7.5,5, ,0,0,0,0,1,0,0
1945,82,,5.2,34, ,1,0,0,0,0,0,0
1945,83,,5.3,7, ,0,0,0,1,0,0,0
1945,65,,5.1,49, ,0,0,0,0,0,0,0
1945,60,,5.6,7, ,0,0,0,0,0,0,0
1945,96,,7.3,484, ,0,0,1,0,0,0,0
1945,94,,6.2,242, ,1,0,0,1,0,1,0
1945,73,,7.3,701, ,0,0,0,1,0,0,0
1945,17,,6.6,45, ,0,0,1,0,0,0,1
1945,55,,4.4,10, ,0,0,0,0,0,0,0
1945,66,,6.5,17, ,0,0,0,1,0,0,0
1945,64,,6.7,12, ,0,0,0,1,0,0,0
1945,57,,5.3,5, ,0,0,0,0,0,0,0
1945,85,,7.1,11, ,0,0,0,1,0,0,0
1945,79,,5.8,71, ,0,0,1,0,0,0,0
1945,86,,8.3,2583, ,0,0,0,1,0,1,0
1945,67,,6.3,53, ,0,0,0,1,0,0,0
1945,92,,6.2,12, ,0,0,0,0,0,0,0
1945,105,,7.5,7, ,0,0,0,1,0,1,0
1945,60,,5.7,77, ,0,0,1,0,0,0,0
1945,123,,6.3,236, ,0,0,1,1,0,0,0
1945,89,,6.3,19, ,0,0,0,0,0,0,0
1945,8,,7.3,34, ,0,1,0,0,0,0,1
1945,118,,8.7,6, ,0,0,0,1,0,1,0
1945,7,,5.6,23, ,0,1,1,0,0,0,1
1945,7,,5.9,17, ,0,1,1,0,0,0,1
1945,107,,6.1,17, ,0,0,0,1,0,0,0
1945,90,,6.4,133, ,1,0,0,1,0,0,0
1945,70,,6.1,8, ,0,0,1,1,0,0,0
1945,65,,5.5,7, ,0,0,0,1,0,0,0
1945,124,,4.7,6, ,0,0,0,0,0,0,0
1945,9,,5.4,53, ,0,1,1,0,0,0,1
1945,60,,6.7,49, ,0,0,0,1,0,0,0
1945,78,,5.9,38, ,1,0,0,1,0,0,0
1945,74,,7.2,31, ,0,0,0,1,0,0,0
1945,102,,7,439, ,0,0,1,0,0,1,0
1945,68,,6.6,9, ,0,0,0,1,0,0,0
1945,90,1324000,7.3,390, ,0,0,0,1,0,1,0
1945,62,,5.4,14, ,0,0,0,1,0,0,0
1945,7,,6.9,18, ,0,0,0,0,0,0,1
1945,62,,6.5,63, ,0,0,1,0,0,0,0
1945,118,,6.5,129, ,0,0,0,1,0,0,0
1945,86,,6.7,241, ,0,0,0,1,0,0,0
1945,115,,7.5,306, ,0,0,0,1,0,0,0
1945,102,,6.7,132, ,0,0,0,1,0,0,0
1945,56,,6.3,6, ,0,0,0,0,0,0,0
1945,90,,6.9,21, ,0,0,0,1,0,0,0
1945,70,,6.8,6, ,0,0,0,0,0,0,0
1945,75,,6,7, ,0,0,0,1,0,0,0
1945,64,,6.7,8, ,0,0,0,0,0,0,0
1945,7,,6.8,26, ,0,1,1,0,0,0,1
1945,82,,5,144, ,0,0,0,0,0,0,0
1945,70,,7.4,9, ,0,0,0,0,0,0,0
1945,84,,7.2,287, ,0,0,0,1,0,1,0
1945,78,,6.7,44, ,0,0,0,1,0,0,0
1945,74,,6,20, ,0,0,0,0,0,0,0
1945,102,,7.8,959, ,0,0,0,0,0,0,0
1945,22,,8.3,5, ,0,0,0,0,1,0,1
1945,92,,5.8,18, ,0,0,0,0,0,0,0
1945,110,,4.6,6, ,0,0,1,0,0,0,0
1945,67,30000,7.3,1114, ,0,0,0,1,0,0,0
1945,104,,6.3,49, ,0,0,0,0,0,0,0
1945,40,,6.8,35, ,0,0,0,0,1,0,1
1945,61,,5.4,118, ,1,0,0,0,0,0,0
1945,70,193000,6.3,99, ,0,0,0,1,0,0,0
1945,71,,3.5,10, ,0,0,0,1,0,0,0
1945,62,,7,51, ,0,0,1,0,0,0,0
1945,7,,6.6,8, ,0,1,1,0,0,0,1
1945,80,,5.5,34, ,0,0,0,0,0,1,0
1945,114,,6.3,74, ,0,0,0,1,0,1,0
1945,77,,5.7,10, ,0,0,0,0,0,0,0
1945,75,,6.2,12, ,0,0,1,0,0,0,0
1945,71,,7,29, ,0,0,0,0,0,0,0
1945,8,,7.6,45, ,0,1,1,0,0,0,1
1945,7,,7.2,58, ,0,1,1,0,0,0,1
1945,8,,6.4,26, ,0,1,1,0,0,0,1
1945,97,,5,29, ,0,0,1,0,0,0,0
1945,91,,5.7,10, ,0,0,0,0,0,0,0
1945,75,,3.3,6, ,0,0,0,0,0,0,0
1945,91,,7.4,320, ,0,0,0,0,0,1,0
1945,78,,7,33, ,0,0,0,1,0,0,0
1945,59,,4.1,5, ,0,0,0,0,0,0,0
1945,163,,8.1,3369, ,0,0,0,1,0,1,0
1945,79,,5.9,22, ,0,0,0,0,0,0,0
1945,65,,6.3,17, ,0,0,0,1,0,0,0
1945,76,,7.1,28, ,0,0,0,1,1,0,0
1945,64,,5.7,8, ,0,0,1,0,0,0,0
1945,7,,6.8,27, ,0,1,1,0,0,0,1
1945,95,,7,29, ,0,0,1,1,0,1,0
1945,66,,6.3,34, ,0,0,0,0,0,0,0
1945,98,,7.1,142, ,0,0,0,0,0,0,0
1945,61,,4.4,5, ,0,0,1,0,0,0,0
1945,169,,8,14, ,0,0,0,0,0,0,0
1945,20,,3,7, ,0,0,0,0,1,0,1
1945,82,,5.5,53, ,0,0,0,1,0,0,0
1945,91,600000,5.5,141, ,0,0,0,0,0,0,0
1945,59,,6,11, ,0,0,0,0,0,0,0
1945,7,,6.4,27, ,0,1,1,0,0,0,1
1945,8,,6.4,16, ,0,1,0,0,0,0,1
1945,72,,4.7,46, ,0,0,0,0,0,0,0
1945,19,,6.5,11, ,0,0,0,0,1,0,1
1945,7,,6.6,17, ,0,1,1,0,0,0,1
1945,17,,4.9,8, ,0,0,0,0,0,0,1
1945,57,,5.8,5, ,0,0,0,0,0,0,0
1945,92,,4.1,21, ,0,0,0,0,0,0,0
1945,61,,4.9,37, ,0,0,0,0,0,0,0
1945,20,,7.3,5, ,0,0,0,0,1,0,1
1945,70,,6,5, ,0,0,1,0,0,0,0
1945,55,,4.8,12, ,1,0,0,1,0,0,0
1945,110,,6.5,5, ,0,0,0,0,1,0,0
1945,95,,4.7,9, ,0,0,1,0,0,0,0
1945,72,,6.6,28, ,0,0,1,0,0,0,0
1945,71,,8.1,7, ,0,0,0,0,1,0,0
1945,90,,6.5,115, ,1,0,0,0,0,0,0
1945,10,,5.9,6, ,0,0,0,0,0,0,1
1945,80,,5.6,11, ,0,0,0,1,0,0,0
1945,78,,6.4,67, ,0,0,0,1,0,0,0
1945,96,,5.9,11, ,0,0,0,1,0,0,0
1945,7,,7.2,32, ,0,1,1,0,0,0,1
1945,90,,6.4,45, ,0,0,1,0,0,0,0
1945,19,,7.1,9, ,0,0,0,1,0,0,1
1945,77,,7,106, ,0,0,0,0,0,0,0
1945,7,,7,69, ,0,1,1,0,0,0,1
1945,8,,7.5,53, ,0,1,1,0,0,0,1
1945,8,,7.4,62, ,0,1,1,0,0,0,1
1945,70,,6.5,47, ,0,0,1,0,0,0,0
1945,112,,6,53, ,0,0,1,0,0,0,0
1945,90,,6.2,97, ,0,0,1,0,0,0,0
1945,7,,7.3,66, ,0,1,1,0,0,0,1
1945,69,,6.2,32, ,0,0,0,0,0,0,0
1945,58,,5,8, ,0,0,0,0,0,0,0
1945,74,,5.6,5, ,0,0,0,0,0,0,0
1945,17,,7.1,26, ,0,0,0,0,1,0,1
1945,8,,7.7,51, ,0,1,1,0,0,0,1
1945,76,,5.8,10, ,0,0,1,0,0,0,0
1945,20,,5.9,26, ,0,0,0,0,1,0,1
1945,78,,7.1,207, ,0,0,1,0,0,0,0
1945,98,,6.4,83, ,0,0,0,1,0,0,0
1945,11,,6.8,40, ,0,0,0,1,0,0,1
1945,67,,5.6,378, ,0,0,0,0,0,0,0
1945,88,,7.1,171, ,0,0,0,1,0,0,0
1945,97,,3,5, ,0,0,1,0,0,0,0
1945,106,,5.9,18, ,0,0,1,0,0,0,0
1945,69,,6.5,15, ,0,0,0,0,0,0,0
1945,71,,8,8, ,0,0,0,1,0,0,0
1945,85,3250000,6.8,130, ,0,0,0,1,0,0,0
1945,71,,7.4,5, ,0,0,0,1,0,0,0
1945,18,,7.8,56, ,0,0,1,0,0,0,1
1945,18,,7.5,62, ,0,0,1,0,0,0,1
1945,113,,7.2,39, ,0,0,0,0,0,0,0
1945,71,,6.4,269, ,0,0,0,0,0,0,0
1945,17,,6.3,5, ,0,0,1,0,0,0,1
1945,87,,6.9,47, ,0,0,1,0,0,0,0
1945,95,,7.7,812, ,0,0,0,1,0,0,0
1945,66,75000,5.7,64, ,0,0,0,0,0,0,0
1945,71,,6.1,5, ,0,0,0,0,0,0,0
1945,8,,7.2,44, ,0,1,1,0,0,0,1
1945,79,,6.7,83, ,0,0,0,1,0,0,0
1945,112,,6.3,12, ,0,0,0,1,0,0,0
1945,63,,4.7,20, ,0,0,0,0,0,0,0
1945,219,,7.6,5, ,1,0,0,1,0,0,0
1945,94,,7.8,43, ,0,0,1,0,0,0,0
1945,93,,5.5,40, ,0,0,0,1,0,0,0
1945,90,,6.5,13, ,0,0,1,0,0,0,0
1945,103,,6.8,68, ,0,0,0,1,0,0,0
1945,63,,6.2,42, ,0,0,0,0,1,0,0
1945,111,,4.9,97, ,0,0,0,1,0,0,0
1945,80,,7.1,6, ,0,0,1,0,0,0,0
1945,117,,7.1,23, ,0,0,0,1,0,0,0
1945,94,,6.6,134, ,0,0,1,0,0,0,0
1945,19,,6.3,13, ,0,0,0,1,0,0,1
1945,58,,5.1,11, ,1,0,0,0,0,0,0
1945,110,,7.5,650, ,0,0,0,1,0,0,0
1945,72,,6.2,26, ,0,0,1,0,0,0,0
1945,7,,6.7,22, ,0,1,1,0,0,0,1
1945,104,,8.5,12, ,0,0,0,0,0,0,0
1945,72,,6.7,32, ,0,0,1,0,0,0,0
1945,8,,7,40, ,0,1,1,0,0,0,1
1945,61,,4.8,6, ,0,0,0,0,0,0,0
1945,101,1250000,8.1,2661, ,0,0,0,1,0,0,0
1945,88,,7.1,38, ,0,0,0,1,0,0,0
1945,97,,6,21, ,0,0,0,1,0,0,0
1945,70,,5.9,16, ,0,0,1,0,0,0,0
1945,92,,6.2,7, ,0,0,0,1,0,0,0
1945,219,,7.1,27, ,1,0,0,0,0,0,0
1945,58,,4.7,5, ,0,0,0,0,0,0,0
1945,96,,5,12, ,0,0,1,0,0,0,0
1945,226,,6.4,9, ,1,0,0,0,0,0,0
1945,77,,8,18, ,0,0,0,1,0,0,0
1945,17,,8.2,112, ,0,0,1,0,0,0,1
1945,64,,6,22, ,0,0,1,0,0,0,0
1945,111,1500000,7.7,2348, ,0,0,0,1,0,1,0
1945,62,,5.3,7, ,0,0,1,0,0,0,0
1945,77,,6.8,23, ,0,0,1,0,0,0,0
1945,7,,6.6,34, ,0,1,1,0,0,0,1
1945,8,,7.6,52, ,0,1,1,0,0,0,1
1945,63,,7.4,62, ,0,0,1,0,0,0,0
1945,91,,7,162, ,0,0,1,0,0,0,0
1945,65,,7.9,42, ,0,0,0,1,0,0,0
1945,7,,7,32, ,0,1,1,0,0,0,1
1945,76,,6.5,176, ,0,0,1,0,0,0,0
1945,59,,4.6,7, ,0,0,0,0,0,0,0
1945,7,,6.5,18, ,0,1,0,0,0,0,1
1945,95,,6,22, ,0,0,0,1,0,0,0
1945,61,,6,6, ,0,0,0,0,0,0,0
1945,142,,7.4,521, ,0,0,0,1,0,0,0
1945,7,,7.5,40, ,0,1,1,0,0,0,1
1945,6,,7.5,25, ,0,1,1,0,0,0,1
1945,3,,7.1,5, ,0,1,0,0,0,0,1
1945,55,,6.2,13, ,0,0,0,0,0,0,0
1945,105,,7.8,221, ,0,0,0,1,0,0,0
1945,96,,7,9, ,0,0,0,0,0,0,0
1945,102,,6.6,8, ,0,0,1,0,0,0,0
1945,59,,1.9,5, ,0,0,0,0,0,0,0
1945,88,,6.6,11, ,0,0,1,0,0,0,0
1945,97,,6.8,6, ,0,0,0,1,0,0,0
1945,7,,6.5,20, ,0,1,1,0,0,0,1
1945,93,,7.3,137, ,0,0,0,1,0,1,0
1945,69,,4.2,7, ,0,0,0,0,0,0,0
1945,58,,4.9,19, ,0,0,0,0,0,0,0
1945,110,3500000,7.6,1456, ,0,0,0,1,0,0,0
1945,66,,5.8,10, ,0,0,0,0,0,0,0
1945,92,,6.1,36, ,0,0,1,0,0,0,0
1945,92,,5.9,37, ,0,0,0,1,0,0,0
1945,7,,5.6,18, ,0,1,1,0,0,0,1
1945,66,,6.8,15, ,0,0,0,0,0,0,0
1945,56,23300,5.5,5, ,0,0,0,0,0,0,0
1945,119,,7.5,175, ,0,0,0,1,0,0,0
1945,20,,5.3,8, ,0,0,0,0,0,0,1
1945,209,,6.3,30, ,1,0,0,0,0,0,0
1945,65,,6.3,189, ,0,0,0,0,0,0,0
1945,7,,7.5,66, ,0,1,1,0,0,0,1
1945,69,,7.1,9, ,0,0,1,0,0,0,0
1945,110,,6.2,24, ,0,0,0,1,0,0,0
1945,90,,4.8,12, ,0,0,1,0,0,0,0
1945,64,75000,5.5,29, ,0,0,0,0,0,0,0
1945,2,,5,17, ,0,1,1,0,0,0,1
1945,58,,5.6,16, ,0,0,0,0,0,0,0
1945,135,,7.1,168, ,0,0,0,1,0,0,0
1945,63,,5.5,22, ,0,0,1,0,0,0,0
1945,117,,6.7,47, ,0,0,1,1,0,0,0
1945,94,,6.7,56, ,0,0,1,1,0,0,0
1945,92,,5.8,31, ,0,0,1,0,0,0,0
1945,90,,4.9,33, ,0,0,0,1,0,0,0
1945,100,,6.5,25, ,0,0,0,1,0,0,0
1945,109,,6.3,148, ,0,0,0,0,0,0,0
1945,32,,7.9,117, ,0,0,0,0,1,0,1
1945,58,,6.8,7, ,0,0,0,0,0,0,0
1945,135,1750000,5.9,153, ,0,0,0,1,0,0,0
1945,65,,5.9,19, ,0,0,1,0,0,0,0
1945,65,75000,6.2,51, ,0,0,0,0,0,0,0
1945,103,,7.6,898, ,0,0,0,1,0,0,0
1945,7,,8.2,26, ,0,1,1,0,0,0,1
1945,246,,6.5,10, ,1,0,0,0,0,0,0
1945,11,,7.1,6, ,0,0,0,0,0,0,1
1945,64,75000,5.9,55, ,0,0,0,0,0,0,0
1945,7,,5.4,7, ,0,1,1,0,0,0,1
1945,86,,5.7,20, ,0,0,1,0,0,0,0
1945,56,,5.5,13, ,0,0,0,0,0,0,0
1945,69,,7.1,302, ,0,0,0,0,0,0,0
1945,8,,8.2,46, ,0,1,1,0,0,0,1
1945,72,,4,10, ,0,0,0,0,0,0,0
1945,100,,6.6,58, ,0,0,0,1,0,0,0
1945,113,,6.4,115, ,0,0,0,1,0,0,0
1945,62,,4.6,8, ,0,0,0,0,0,0,0
1945,92,,7.7,251, ,0,0,0,1,0,0,0
1945,100,,6.2,122, ,0,0,0,1,0,0,0
1945,111,1696377,7.6,5108, ,0,0,0,1,0,1,0
1945,63,,5.9,5, ,0,0,0,0,0,0,0
1945,10,,5.3,9, ,0,0,0,0,0,0,1
1945,58,,4.8,12, ,0,0,0,0,0,0,0
1945,10,,6.8,15, ,0,0,0,1,0,0,1
1945,22,,8.3,43, ,0,0,0,0,0,0,1
1945,100,,7.1,400, ,0,0,0,0,0,1,0
1945,101,,2.7,10, ,0,0,1,0,0,1,0
1945,51,,4,9, ,0,0,0,0,1,0,0
1945,98,,6.1,61, ,0,0,1,0,0,1,0
1945,108,,7.8,275, ,0,0,0,1,0,0,0
1945,80,,6.6,56, ,0,0,0,1,0,0,0
1945,62,,6.6,17, ,0,0,0,1,0,0,0
1945,61,,4.2,12, ,0,0,0,1,0,0,0
1945,87,,6.1,69, ,0,0,0,1,0,0,0
1945,4,,5.5,78, ,0,0,0,0,0,0,1
1945,76,,5.5,17, ,0,0,0,0,0,1,0
1945,65,,6,5, ,0,0,0,0,0,0,0
1945,95,,4.3,5, ,0,0,1,0,0,0,0
1945,8,,8.2,68, ,0,1,1,0,0,0,1
1945,7,,6.7,16, ,0,1,1,0,0,0,1
1945,22,,2.1,16, ,0,0,0,0,1,0,1
1945,76,,6.2,206, ,1,0,0,0,0,0,0
1945,7,,7.4,41, ,0,1,1,0,0,0,1
1945,87,,6.6,6, ,0,0,1,0,0,0,0
1945,135,,7.3,886, ,0,0,0,1,0,0,0
1945,115,,6.3,21, ,0,0,0,1,0,0,0
1945,100,1000000,7.1,495, ,0,0,1,1,0,1,0
1945,90,2000000,5.3,21, ,0,0,0,1,0,0,0
1945,100,,5.3,24, ,0,0,0,1,0,0,0
1945,83,,5.4,30, ,0,0,1,1,0,1,0
1945,93,,6,34, ,0,0,0,0,0,0,0
1945,15,,7.3,38, ,0,0,1,0,0,0,1
1945,105,,6.4,56, ,0,0,0,0,0,0,0
1945,78,,5.2,43, ,0,0,0,0,0,0,0
1945,7,,7,49, ,0,1,1,0,0,0,1
1945,92,,6,66, ,0,0,0,0,0,0,0
1945,55,,6.1,5, ,0,0,0,0,0,0,0
1945,6,,5.9,8, ,0,1,1,0,0,0,1
1945,60,,6.9,178, ,0,0,0,1,0,0,0
1945,6,,7.2,38, ,0,1,1,0,0,0,1
1945,128,,7.7,1010, ,0,0,0,1,0,0,0
1945,87,,8.3,18, ,0,0,0,0,1,0,0
1945,76,,6.4,18, ,0,0,1,0,0,0,0
1945,32,,7.6,12, ,0,0,0,0,1,0,1
1945,66,,5.8,56, ,0,0,0,0,0,0,0
1945,7,,6.9,38, ,0,1,1,0,0,0,1
1945,80,,6.6,24, ,0,0,0,0,0,0,0
1945,77,,5.7,14, ,0,0,0,0,0,0,0
1945,119,2160000,7.4,200, ,0,0,0,1,0,0,0
1945,59,,6.7,11, ,0,0,0,0,0,0,0
1945,92,,7.8,29, ,0,0,1,0,0,0,0
1945,18,,6.6,13, ,0,0,0,0,0,0,1
1945,115,,7.4,12, ,0,0,1,0,0,0,0
1945,60,,6.8,12, ,0,0,0,1,0,0,0
1945,7,,6.9,22, ,0,1,1,0,0,0,1
1945,117,800000,7.8,482, ,0,0,0,1,0,0,0
1945,67,,6.4,6, ,0,0,0,0,0,0,0
1945,70,,7.9,59, ,0,0,0,0,1,0,0
1945,15,,7.8,13, ,0,0,0,0,1,0,1
1945,73,,7.1,57, ,0,0,0,1,0,0,0
1945,109,,8.1,148, ,0,0,0,1,0,0,0
1945,130,,6.5,98, ,0,0,1,1,0,1,0
1945,66,,5.5,24, ,0,0,0,0,0,0,0
1945,95,,5.9,23, ,0,0,1,0,0,0,0
1945,71,,6.1,24, ,0,0,1,0,0,0,0
1945,74,,5.9,41, ,0,0,0,0,0,0,0
1945,62,,3.4,11, ,0,0,0,0,0,0,0
1945,10,,2.5,24, ,0,0,0,0,0,0,0
1945,104,,6,106, ,0,0,0,1,0,0,0
1945,17,,7,18, ,0,0,1,0,0,0,1
1945,8,,7.4,42, ,0,1,1,0,0,0,1
1945,111,,6.8,236, ,0,0,1,0,0,1,0
1945,68,,5.7,26, ,0,0,0,0,0,0,0
1945,67,,6.6,479, ,0,0,0,1,0,0,0
1945,99,,7.6,853, ,0,0,0,0,0,0,0
1945,98,,7.4,245, ,0,0,1,0,0,0,0
1945,10,,7.3,5, ,0,1,1,0,0,0,1
1945,110,2443322,5.9,111, ,0,0,0,0,0,0,0
1945,103,,6.9,31, ,0,0,0,1,0,1,0
1945,10,,6.6,5, ,0,1,0,0,0,0,1
1945,83,,6.4,50, ,1,0,0,0,0,0,0
1945,69,,4.6,76, ,0,0,1,0,0,0,0
1946,41,,5.4,7, ,0,0,0,0,0,0,1
1946,90,,7,7, ,0,0,0,1,0,0,0
1946,96,,3.2,17, ,0,0,1,1,0,0,0
1946,89,,6.4,102, ,0,0,0,0,0,0,0
1946,8,,7.2,72, ,0,1,1,0,0,0,1
1946,118,,8.1,5, ,0,0,0,0,0,0,0
1946,56,,6.7,12, ,0,0,0,0,0,0,0
1946,4,,6.4,17, ,0,1,1,0,0,0,1
